Date,AAPL,AIQ,AMD,AMZN,ARKQ,AVGO,BOTZ,GOOGL,IRBO,META,MSFT,NVDA,ROBO,TSLA,TSM,MKT
2023-04-03,0.007672174310561886,-0.004075189925045297,-0.014904984571685098,-0.00855617503556072,-0.014218704850470498,0.00144864036345016,-0.0015699261752617488,0.006055184816316839,-0.002872109927991584,0.005317682708844806,-0.003718201438077884,0.006745266176476861,-0.002195376692432305,-0.06311918518816917,-0.0019368057957285245,0.0036920225658025885
2023-04-04,-0.0032549235081136274,-0.004296560712466757,-0.007171415767519562,0.01492558509944164,-0.009524871058953277,-0.012624658164425817,-0.015436619791071582,0.0034436830957984554,-0.008988896656580536,0.007714040702095026,-0.00017407516115408583,-0.018478243869799904,-0.00993927872098821,-0.011307735857578827,-0.007242937377949232,-0.0058138397451621415
2023-04-05,-0.011354490668153971,-0.01883533727062847,-0.03513607922898121,-0.027799874012425008,-0.029131278590574183,-0.00854826902301653,-0.01933203200971656,-0.0023902062325928952,-0.024152594304849284,-0.015204518477521134,-0.009938463099196326,-0.02105577768408784,-0.020935426347432617,-0.037348945343230966,-0.021605196188814624,-0.0024954816571209903
2023-04-06,0.0054809944040803416,0.004586310206103672,-0.0009727757183295438,0.009450740780883926,-0.0025188705303174075,-0.010178716286232792,-0.0036667781339767558,0.03711262576951757,-0.0016532542908023196,0.021610887992689953,0.025212236550027356,0.005786682811372845,-0.00473348265718343,-0.0024826323485553914,0.0004433391175568957,0.0035727731328023538
2023-04-10,-0.016101409676062772,0.0039438631883741415,0.0320325558385095,0.0010772229671438538,0.010037715524318092,0.007599858090173939,0.007725242864397686,-0.018431065255957613,0.008894873886970078,-0.006266736359767933,-0.007607725989437597,0.019848180233650314,0.0066206198465796895,-0.0029764508462148953,-0.013611901496909162,0.000995807017009298
2023-04-11,-0.007620183887340204,-0.0039438631883741415,-0.015302969322203097,-0.022268227189569778,0.002908778002340018,-0.009319882532536461,0.0016186920812524264,-0.01029338905434507,-0.001969763458438134,-0.0041997967638618405,-0.022929314633716835,-0.014977889246532428,0.007138817030989397,0.012281322445656606,0.002468496624470795,-4.135333298194155e-05
2023-04-12,-0.004362709615264748,-0.010874235091606455,-0.018244731690756133,-0.021138550306078585,-0.016947813785009647,-0.007865722223838745,-0.0036459823505596844,-0.006762277356344271,-0.010903764074136735,0.0007013834650591022,0.0023309033760279263,-0.025120556839248298,-0.0003743156569293582,-0.034032632545504704,-0.02691659124713386,-0.004143456323461692
2023-04-13,0.03353495335763945,0.016680912414150484,-0.0026028156495288,0.0456554303205321,0.012373024770665708,0.01215214181216595,0.01650273878498565,0.026313661458454263,0.012873527532574869,0.029241044095547508,0.0221521585507789,-0.0012085613742467416,0.013392972252753932,0.02925653921283633,0.002069953542589431,0.013175510497831056
2023-04-14,-0.0021160748952695485,-0.0049751302937770525,-0.0036988330319607243,0.0010736481279813859,-0.008792147173333209,-0.007557623117789625,-0.006407754876791127,0.013314979559641671,-0.004272745962438762,0.005160299788877332,-0.012847814911088662,0.011085882483242049,-0.004444423651856155,-0.0048530368168213656,0.001721558252169686,-0.002071517584578686
2023-04-17,0.00012091369811262354,0.003733745608526018,-0.020703274702675856,0.002241128611983889,0.0029393131913364456,0.0125433168375082,0.003609427383027164,-0.026998467748089006,0.003944647964960524,-0.011945210506498327,0.00925315054511966,0.009077574189995108,0.0007421103597500256,0.010966636750078251,0.009018831221232482,0.003300703582615583
